,title,brand,model,price,rating,review_num,operating_system,battery_life,screen_size,dimensions,Hard_Drive_Capacity,Processor Type,Processor Speed,RAM Memory
786,"Dell Latitude E6410 14.1"" Standard Refurbished Laptop - Intel Core i7 620M 1st Gen 2.67 GHz 6GB SODIMM DDR3 SATA 2.5"" 500GB HDD DVD-RW Windows 10 Home 64-Bit",Dell,14-DL-E6410-513,187.99,5,1,Windows 10,,14.10 in,,500.00 GB,Intel Core i7,2.67 GHz,6.00 GB
787,"Dell 3180 Chromebook 11.6"" Laptop Intel Celeron N3060 4GB 16GB eMMC Chrome OS",Dell,6QH031,233.92,4.8,13,Chrome OS,10 Hours,"11.6""",17.00 x 2.30 x 11.00 Inches,16 GB,Intel Celeron,1.6 GHz,4 GB
788,"Refurbished Apple MacBook Pro 15.4"" Retina Laptop Intel i7-3635QM Quad Core 8GB 256GB SSD",Apple,MacBook Pro Retina A1398,583.93,0,0,"Mac OS X, Mac OS",,15.4 in,,256 GB,Intel Core i7,2.4 GHz,8 GB
789,"HP 15.6-Inch Premium HD Touchscreen Laptop (Intel Pentium Silver N5000 Up to 2.7GHz, 4GB DDR4-2400 Memory, 1TB HDD, HDMI, HD Webcam, Win 10)",HP,,407.95,3.3,3,Windows 10,,15.6 in,,1000 GB,,,4 GB
790,"MSI GP75 Leopard GP75 9SD-437 17.3"" Gaming Notebook - 1920 x + Office 365 Bundle",MSI,GP75437+QQ2-00728,1548.55,0,0,Windows 10,,,,,Intel i7-9750H,,
791,"ASUS ROG G703GX-XS71 Gaming and Business Laptop (Intel i7-8750H 6-Core, 128GB RAM, 2x1TB PCIe SSD RAID 0 (2TB) + 2TB HDD, 17.3"" Full HD (1920x1080), NVIDIA RTX 2080, Wifi, Bluetooth, Win 10 Pro)",ASUS,ROG,5149.99,0,0,Windows 10,,17.30 in,,,Intel core i7-8750H,2.2 GHz,128.00 GB
792,"Newest HP Pavilion 15t Premium Gaming Laptop (Intel 8th Gen i7-8750H 6-core, 2.2 GHz, 8GB RAM, 2TB HDD + 256GB PCIe SSD, 15.6"" UHD 4K (3840 x 2160) Display, GTX 1050Ti 4GB, Win 10 Home) Ultra Violet",HP,,1363.95,0,0,Windows,,15.6 in,,2256 GB,8th Generation Coffee Lake Intel Core i7-8750H,2.2 GHz,8 GB
793,REFURBISHED Alienware ALW14-1870sLV 14-Inch Gaming Laptop [Discontinued By Manufacturer],Alienware,ALW14-1870SLV,949.00,0,0,,,"14""",,,,,
794,"Newest HP Pavilion 15t Premium Gaming Laptop (Intel 8th Gen i7-8750H 6-core, 2.2 GHz, 16GB RAM, 2TB HDD + 128GB PCIe SSD, 15.6"" UHD 4K (3840 x 2160) Display, GTX 1050Ti 4GB, Win 10 Home) Ultra Violet",HP,,1363.95,0,0,Windows,,15.6 in,,2128 GB,8th Generation Coffee Lake Intel Core i7-8750H,2.2 GHz,16 GB
795,"ASUS ROG Zephyrus S GX701GX-XS76 Gaming and Business Laptop (Intel i7-8750H 6-Core, 40GB RAM, 2TB PCIe SSD, 17.3"" Full HD (1920x1080), NVIDIA RTX 2080, Wifi, Bluetooth, Webcam, 3xUSB 3.1, Win 10 Pro)",ASUS,ROG Zephyrus S,4049.00,0,0,Windows 10,,17.3 in,,,Intel Core i7-8750H,2.2 GHz,40 GB
796,"ASUS ROG Zephyrus S GX701GX-XS76 Gaming and Business Laptop (Intel i7-8750H 6-Core, 40GB RAM, 1TB PCIe SSD, 17.3"" Full HD (1920x1080), NVIDIA RTX 2080, Wifi, Bluetooth, Webcam, 3xUSB 3.1, Win 10 Pro)",ASUS,ROG Zephyrus S,3549.00,0,0,Windows 10,,17.3 in,,1000 GB,Intel Core i7-8750H,2.2 GHz,40 GB
797,"MSI GE63 Raider RGB-052 Premium Gaming Laptop (Intel i7-8750H, 16GB RAM, 4TB PCIe SSD, 15.6"" FHD 1920x1080 IPS Display, RTX 2070, RGB Keyboard, Win 10 Pro) MSI Loot Box and ME2 Backpack",MSI,,3549.00,0,0,Windows,,15.6 in,,,8th Generation Intel Core i7-8750H Coffee Lake Hexa Core Processor,2.20 GHz,
798,"MSI GS65 Stealth-483 Gaming and Entertainment Laptop (Intel i7-9750H 6-Core, 64GB RAM, 512GB PCIe SSD, 15.6"" Full HD (1920x1080), NVIDIA RTX 2060, Wifi, Bluetooth, Webcam, 3xUSB 3.2, Win 10 Pro)",MSI,GS65 Stealth-483,2449.00,0,0,Windows 10,,15.60 in,,,Intel core i7-9750H,2.60 GHz,64.00 GB
799,"ASUS ROG Strix Hero II GL504GM-DS74 Premium Gaming and Business Laptop (Intel 8th Gen i7-8750H 6-core, 16GB RAM, 1TB HDD + 256GB PCIe SSD, 15.6” 144Hz IPS-Type Slim Bezel FHD, GTX 1060, Win 10 Pro)",ASUS,,1899.00,0,0,,,15.6 in,,1256 GB,Intel 8th Generation Coffee Lake core i7-8750H,2.2 GHz,16 GB
800,"ASUS VivoBook X540SA-BPD0602V - Pentium N3700 / 1.6 GHz - Windows 10 - 4 GB RAM - 500 GB HDD - DVD SuperMulti - 15.6"" 1366 x 768 ( HD ) - HD Graphics - silver gradient IMR with hairline",ASUS,,449.99,0,0,Windows,,"15.6\""",,500 GB,,,4 Gigabytes
801,"NEW - New HP Pavilion 15-CC610MS 15.6"" Touch Laptop Intel i5-8250U 1.6GHz 8GB 1TB W10",HP,15-CC610MS-RF,599.00,0,0,,,,,,,,
802,"Acer Chromebook Spin 512 R851TN-P4VW 12"" Touchscreen 2 in 1 Chromebook - 1366 x 912 - Pentium Silver N5000 - 8 GB RAM - 64 GB Flash Memory - Black - Chrome OS - Intel UHD Graphics 605 - CineCryst",Acer,,460.49,0,0,Chrome OS,,"12\""",,,Intel N5000,1.10 GHz,8 GB
803,"Refurbished Dell XPS9560-7001SLV-PUS 15.6"" Ultra Thin and Light Laptop with 4K touch screen display, 7th Gen Core i7 (up to 3.8 GHz), 16GB, 512GB SSD, Nvidia Gaming GPU GTX 1050, Aluminum Chassis",Dell,XPS9560-7001SLV-PUS,1599.95,0,0,Windows,,"15.6""",,,"Intel Core i7 - 7th Generation, Intel Core i7",,16 GB
804,"Lenovo Yoga 720-13IKBR 81C3000LUS 13.3"" Touch Laptop i5-8250U 8GB 256GB SSD W10H",Lenovo,Yoga 720,699.94,0,0,Windows 10,,"13.3""",,256 GB,Intel Core i5,1600 MHz,8 GB
805,"Newest HP 15 15.6"" HD Touchscreen Premium Laptop - Intel Core i5-7200U, 8GB DDR4, 2TB HDD, DVD+RW, HDMI, Webcam, Wi-Fi AC + Bluetooth 4.2, Gigabit Ethernet RJ-45, Windows 10 - Silver",HP,HP 15 Commercial Notebook PC,806.70,0,0,Windows,,15.60 in,,2 TB,Intel Core i5,2.50 GHz,8 GB
806,"Used (good working condition) HP Spectre x360 13-ae013dx 13.3"" 4K UHD Touch i7-8550U 16GB 512GB W10H 2LU96UA U",HP,13,799.99,0,0,,,,,,,,
807,Acer NX.GZRAA.001 14 in. Ci58250U 8GB 1000GB Intel Laptops,Acer,,827.14,0,0,,,"14""",,,,1.60 GHz,8 GB
808,"ASUS Zenbook Flip Laptop, 13.3 FHD Touchscreen, Intel Core i7-8550U, 16GB DDR3 RAM, 512GB PCIE G3x4 SSD, 16GB RAM, Windows 10 Pro, UX370UA-XH74T-BL",ASUS,UX370UA-XH74T-BL,1510.31,0,0,"Windows 10 Professional (64bit), Windows 10",10.5 h,"13.3""",,512 GB,"Intel Core i7, Intel Core i7-8550U 1.8GHz (Turbo up to 4GHz)",1.8 GHz,16 GB
809,CB5-312T-K6TF MT8173 2G 4GB 32GB 13.3IN 11AC CHROME,Acer,NX.GL4AA.010,379.00,0,0,Chrome OS,12 Hours,13.30 Inches,5.00 x 5.00 x 5.00 Inches,32 GB,MediaTek M8173C,2.1 GHz,4 GB
810,"Certified Refurbished Lenovo 300e 2-in-1 Laptop, 11.6"" HD (1366x768) Touchscreen, Intel Celeron N3450, 4GB LPRAM, 64GB eMMC flash memory on board, Windows 10",Lenovo,Lenovo 300e,189.00,0,0,Windows 10 Home in S mode,,"11.60""",,64.00 GB,Intel Celeron,1.10 GHz,4.00 GB
811,"Newest Flagship Acer R11 11.6"" IPS HD 2-in-1 Convertible Touchscreen Chromebook - Intel Quad-Core N3160 1.6GHz, 4GB RAM, 32GB",Acer,Acer R11B076T3QKJ7,329.99,0,0,,,,,,,,
812,J8V93UT,HP,HD Graphics 4200,389.99,0,0,"Windows 8, Windows",,"12.5""",8.20 x 12.50 x 0.50 Inches,256 GB,Intel Core i5,1.60 GHz,8 GB
813,"Lenovo Yoga 710-15 - 15.6"" FHD Touch-Screen - 7th Gen Core i5-7200U - 8GB Ram - 256GB SSD - Black",Lenovo,,636.40,4.3,434,Windows,,"15.6\""",,256 GB,,,8 GB
814,"Microsoft Surface Book - 13.5"" - Core i5 6300U - 8 GB RAM - 256 GB SSD - English - North America",Microsoft,TP4-00001,619.99,1,1,Windows 10,12 hours,13.5 in,5.00 x 5.00 x 5.00 Inches,256  GB,Intel Core i5,2.4 GHz,8 GB
815,Refurbished Dell Latitude 5175 L5175-9K7FJC2 Tablet PC - Intel Core m5-6Y57 1.1 GHz Dual-Core Processor - 4 GB DDR3L SDRAM - 128 GB M.2 Solid State Drive - 10.8-inch Touchscreen Display - Windows,Dell,L5175-9K7FJC2RB,295.51,0,0,Windows,,10.8 in,,128 GB,,,4 GB
816,"Microsoft Surface 13.5"" Touchscreen Laptop i7-7660U 8GB 256GB SSD W10S Refurb",Microsoft,DAU-00002,692.39,0,0,Windows 10 in S mode,14.5 hours,,,256 GB,Intel Core i7,,
817,Refurbished ASUS TP202NA-OB04T VivoBook Flip 12 Laptop PC - Intel Celeron N3350 1.1 GHz Dual-Core Processor - 4 GB DDR3 SDRAM - 64 GB SSD - 11.6-inch Touchscreen Display - Windows 10 Pro S-mode,ASUS,TP202NA-OB04TRB,316.30,0,0,Windows 10,,"11.6""",,64 GB,Intel Celeron,1.1 GHz,4 KB
818,Lenovo - 80R40008US - Lenovo Flex 3-1580 80R40008US 15.6 16:9 2 in 1 Notebook - 1920 x 1080 - In-plane Switching (IPS),Lenovo,80R40008US,679.00,3,2,Windows 10,,"15.6""",10.00 x 15.00 x 1.00 Inches,1 TB,Intel Core i5,"2.30 GHz, with a Max Turbo Speed of 2.80 GHz",8 GB
819,"Refurbished HP 11.6"" Pavilion x360 Convertible Laptop PC with Intel Pentium N352",HP,11-n010dx,349.00,1,1,"Windows 8, Windows",29 Wh,"11.6""",8.50 x 12.10 x 0.90 Inches,500 GB,Intel Pentium,2.17 GHz,4 GB
820,"New 11.6"" HD eDP LED LCD Replacement Screen for HP Chromebook 11-V010NR",Generic,,36.85,0,0,Chrome OS,,"11.6\""",,,,,
821,"HP Chromebook 14 G5 Laptop|14"" Touch|Celeron|Intel 500|4 GB RAM|16 GB eMMC",HP,HP Chromebook 14 G5,379.76,1,1,Chrome OS?,10 h,"0""",8.90 x 13.30 x 3.00 Inches,16 GB,Intel Celeron,1.1 GHz,4 GB
822,"Acer CB3-431-C3WS Intel Celeron N3160 X4 1.6GHz 4GB 32GB 14"", Silver (Refurbished)",Acer,,354.00,0,0,Chrome OS,8 Hours,14 Inches,13.40 x 9.30 x 0.70 Inches,32 GB,Intel Celeron,1.6 Gigahertz,4 Gigabytes
823,"Refurbished HP Chromebook G3 - 11.6"" - Intel Celeron N2840 2.16 GHz. 2GB RAM. 16GB SSD - Includes Black Sleeve Case",HP,L6V35AA#ABA,167.23,0,0,Chrome OS,,,,,,,
824,"Acer Chromebook C720-2848 Intel Celeron 2955U 4GB RAM 16GB SSD 11.6"" Chrome OS - Refurbished",Acer,,149.99,0,0,Chrome OS,,"11.6\""",,16 GB,Intel Celeron 2955U (1.4GHZ),,4 GB
825,"Refurbished Acer C720P-2457 11.6"" Touch Chromebook Intel Celeron Dual Core 4GB 32GB SSD",Acer,C720P-2457,234.23,0,0,Chrome OS,,"11.6""",,32 GB,,,4 GB
826,"MAXCases Extreme Shell for Dell 3189 Chrombook 11"" (Black) - For (Refurbished)",MAX Cases,,23.97,0,0,Chrome OS,,"11\""",,,,,
827,"Refurbished Acer C720-2420 11.6"" Chromebook 2GB Ram, 32GB SSD, Intel 1.4GHz (Granite Gray) (Scratches)",Acer,,167.23,0,0,Chrome OS,,"11.6\""",,32 GB,,,2 GB
828,"Refurbished Acer C720-2848 11.6"" Chromebook Laptop Celeron Dual Core 2GB 16GB SSD Webcam",Acer,C720-2848,95.00,0,0,Chrome OS,,11.6 in,,16 GB,,,2 GB
829,"Dell 13 3380 Chromebook with Intel Celeron 3855U, 4GB 16GB SSD",Dell,13 3380,361.24,0,0,Chrome OS,0 h,"13.3""",9.10 x 13.10 x 11.50 Inches,16 GB,Intel Celeron,1.6 GHz,4 GB
830,"Microsoft Surface Pro 6 12.3"" Tablet 4 GB RAM 128 GB SSD W10H Platinum LGN00001",Microsoft,LGN-00001,652.98,0,0,,,"12.3""",,,,1 GHz,4 GB
831,"Dell Latitude 5480 14"" Business Laptop || i5-7200U 2.60 GHz, 8GB RAM, 256GB SSD W10  (Refurbished)",Dell,5480,400.00,0,0,Windows 10,,14 in,,256 GB,Intel Core i5,2600 MHz,8 GB
832,"Refurbished HP Silver 14"" EliteBook 8470P WA5-1063 Laptop PC with Intel Core i5-3320M Processor, 8GB Memory, 750GB Hard Drive and Windows 10 Home",HP,8470P,277.99,1,1,Windows 10,,"14""",13.30 x 1.34 x 9.11 Inches,750 GB,Intel Core i5 - 3rd Generation,2.60 GHz,8 GB
833,Refurbished Acer Aspire 5 AMD Ryzen 3200U 2.60GHz 4GB Ram 128GB SSD Windows 10 Home,Acer,A515-43-R19L,299.99,0,0,Windows 10,,"15.6""",,,3200U,2.60 GHz,4 GB
834,"Refurbished Dell E7250 12.5"" Laptop, Windows 10 Pro, Intel Core i5-5300U Processor, 16GB RAM Memory, 256GB Solid State Drive",Latitude,E7250,348.00,0,0,Windows 10,1 hour,"12.5""",12.20 x 0.80 x 8.30 Inches,256 GB,Intel Core i5,2.30 GHz,16 GB
835,"Lenovo IdeaPad S340-5IWL 81N8001KUS 15.6"" Notebook - Core i3 i3-8145U - 8GB RAM - 1TB HDD - Windows 10 Home",Lenovo,81N8001KUS,643.37,0,0,Windows 10,8 h,"15.60""",9.60 x 14.10 x 0.70 Inches,1.00 GB,Intel Core i3,2.10 GHz,4.00 GB
836,"Refurbished Dell E7450 14"" Laptop, Windows 10 Pro, Intel Core i5-5300U Processor, 16GB RAM, 256GB Solid State Drive",Latitude,E7450,379.95,0,0,Windows 10,1 hour,"14.0""",13.30 x 0.80 x 9.10 Inches,256 GB,Intel Core i5,2.30 GHz,16 GB
837,"Refurbished Dell 15.6"" Latitude E6520 Laptop PC with Intel Core i5-2410M Processor, 4GB Memory, 750GB Hard Drive and Windows 10 Pro",Latitude,E6520 LT,267.00,0,0,Windows 10,30 minutes,"15.6""",10.16 x 1.11 x 15.12 Inches,750 GB,Intel Core i5,2.30 GHz,4 GB
838,"Refurbished HP PROBOOK 6570B, Grade A, 15.6-inch, Core I7-3520M 2.9G, 8G DDR3 RAM, 512G SSD, DVD, VGA, DisplayPort, USB, WIFI, Windows 10 Home 64 Bit-Multi-Language, 1 Year Warranty",HP,6570B,299.99,0,0,"Windows 10 Home 64 bits, Windows 10",,,,512.00 GB,"Inter Core I7, Intel Core i7",2.90 GHz,8.00 GB
839,Dell Latitude E5420 Laptop Intel i3 WiFi DVD/CDRW 250GB Win 10  WEBCAM Professional HDMI Refurbished,Dell,E5420,169.00,0,0,"Windows, Windows 10",,14 in,,250 GB,Intel Core i3,,4 GB
840,Refurbished Lenovo ThinkPad T410 i5 2.4GHz 4GB 320GB DRW Windows 10 Pro 64 Laptop Computer B,Lenovo,T410,159.78,4,4,,,,,,,,
841,"Refurbished HP EliteBook 8460P 14"" Laptop, Windows 10 Pro, Intel Core i5-2520M Processor, 8GB RAM, 128GB Solid State Drive",HP,,219.98,4.3,3,,,"14""",19.00 x 14.00 x 3.00 Inches,,Intel Core i5 - 2nd Generation,2.50 GHz,8 GB
842,"MSI GL63 15.6"" Gaming Laptop, Intel Core i5-9300H, NVIDIA GeForce GTX 1650, 8GB, 512GB NVMe SSD, Black, 9sc-063",MSI,GL639SC063,854.00,4.4,27,Windows 10,,"15.6""",10.23 x 15.07 x 1.16 Inches,512 GB,Intel Core i5,2.3 GHz,8 GB
843,"Dell Latitude 3340 Notebook - 13.3"" - Celeron 2957U 1.4GHz - 4 GB RAM - 250 GB HDD - Windows 7 Pro - Includes Case - Refurbished",Dell,3340-4-250-1.4RB-C,129.99,0,0,,,,,,,,
844,"Lenovo Flex 14 2-in-1 Convertible Laptop, 14 Inch FHD Touchscreen Display, AMD Ryzen 5 3500U Processor, 12GB DDR4 RAM, 256GB NVMe SSD, Tablet Laptop, 81SS000DUS, Black, Pen Included",Lenovo,,529.00,0,0,,,,,,,,
845,"Acer CB3-431-C7M1 14"" LCD Chromebook - Intel Celeron N3160 Quad-core (4 Core) 1.60 GHz - 4 GB LPDDR3 - 32 GB Flash Memory - Chrome OS - 1920 x 1080 - In-plane Switching (IPS) Technology - Intel H",Acer,cb3-431-c5ex,300.44,0,0,Chrome OS,12 Hours,14.00 Inches,18.00 x 11.00 x 3.00 Inches,32 GB,Intel N3160,1.6 Gigahertz,4 Gigabytes
846,Samsung 11.6-inch Chromebook XE303C12 | Headset and Mouse Bundle | 2GB RAM 16GB Storage | Silver (Refurbished),Samsung,XE303C12,99.95,0,0,Chrome OS,,"11.6""",,16 GB,"Samsung Exynos, Exynos 5 Dual Core",1.7 Hz,2 GB
847,"Asus ROG Strix G Gaming Laptop, 15.6"" 120Hz IPS FHD, Intel i5-9300H, NVIDIA GeForce GTX 1660 Ti, 8GB DDR4, 512GB NVMe SSD, GL531GU-WB53-B (includes Gladius II Gaming Mouse - $70 value)",ASUS,GL531GU-WB53-B,999.00,4.5,43,Windows 10,,"15.60""",,,,,
848,"Apple MacBook Pro 13.3"" Core i5 Laptop 120GB HHD & 8GB RAM Refurbished & Upgraded",Apple,W-MD313-MBPRO-B,344.99,1,1,MacOS: 10.13 Mojave,7.00 h,13.30 in,,,Intel Core i5,2.60 GHz,8.00 GB
849,"HP Premium 15.6"" HD Notebook, AMD Dual-Core A6-9225 Upto 3.0GHz, 8GB DDR4, 1TB HDD, AMD Radeon R4 Graphics, DVD-RW, HDMI, Card Reader, Wi-Fi, Bluetooth, USB, Windows 10 Professional 64Bit",HP,HP15AMDA6n-81TP,329.99,0,0,Windows 10,,"15.6""",,1 TB,AMD A6,3 Hz,8 GB
850,Refurbished Dell M6800 Gaming Laptop Core i7 2.7GHz Quad Core 16GB Memory 1TB Hard Drive Nvidia Graphics Windows 10 PRO,Dell,M6800,812.00,0,0,Windows 10,,,,1 TB,Intel Core i7,,16 GB
851,"Lenovo IdeaPad 330S 15.6"" HD Notebook, AMD Quad-Core Ryzen 7 2700U Upto 3.8GHz, 12GB RAM, 1TB SSD, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 10 Pro",Lenovo,330SRy7-121sP,819.99,0,0,Windows,,"1\"", 5\"", 6\""",,1000 GB,,,12 GB
852,Refurbished RECERTIFIED HP OMEN 15DC0025CA LAPTOP,HP Hewlett Packard,,846.38,0,0,,,,,,,,
853,"REFURBISHED EliteBook C6Z90UA 14"" LED Notebook - Intel Core i7 i7-3520M 2.90 GHz - Platinum",HP,C6Z90UA,849.00,0,0,Windows,,"14""",,,"Intel Core i7, Intel Core i7 - 3rd Generation",,
854,REFURBISHED ALIENWARE 13 ALW13E-1508 HD (1366 x 768)~GTX 860M 2GB DDR5~8GB RAM~500G HDD,HP,,849.95,0,0,,,,,,,,2 GB
855,"Refurbished Acer Aspire 7 Laptop - 15.6"" Intel Core i7 2.20GHz 8GB of Ram 256GB SSD Win10 H",Acer,A715-72G-79R9,849.99,0,0,Windows 10,,"15.6""",,,i7-8750H,2.20 GHz,8 GB
856,"Lenovo IdeaPad 330 15.6"" FHD Notebook, Intel Quad-Core i5-8300H Upto 4.0GHz, 8GB DDR4, 1TB HDD, NVIDIA GeForce GTX 1050 4GB, HDMI, Card Reader, WiFi, Bluetooth, Windows 10 Home",Lenovo,Le330i58n-81THHAsIs,859.99,0,0,,,,,,,,
857,"Lenovo IdeaPad 330 15.6"" FHD Notebook, Intel Quad-Core i5-8300H Upto 4.0GHz, 8GB DDR4, 128GB SSD, NVIDIA GeForce GTX 1050 4GB, HDMI, Card Reader, WiFi, Bluetooth, Windows 10 Pro",Lenovo,Le330i58n-8128P1050,859.99,0,0,,,,,,,,
858,Refurbished Dell G3579-7989BLK-PUS G3 Laptop PC - Intel Core i7-8750H 2.2 GHz Six-Core Processor - 16 GB DDR4 SDRAM - 256 GB SSD + 1 TB Hard Drive - 15.6-inch Display - Windows 10 Home 64-bit -,Dell,G3579-7989BLK-PUSRB,861.79,0,0,Windows 10 Home 64-bit Edition,,"15.6""",,1024 GB,Intel Core i7,2.2 GHz,16 KB
859,Refurbished RECERTIFIED HP OMEN 15DC0088NR LAPTOP,HP Hewlett Packard,,870.46,0,0,,,,,,,,
860,"Asus Vivobook Flip 12 Tp202na-dh01t 11.6"" Touchscreen Lcd Notebook - Intel Celeron N3350 Dual-core [2 Core] 1.10 Ghz - 4 Gb Ddr3 Sdram - 32 Gb Flash Memory - Windows 10 64-bit - 1366 (90nb0h01-m00170)",ASUS,90NB0H01M00170,328.20,0,0,Windows 10,8 hours,"11.6""",7.90 x 11.00 x 2.00 Inches,32 GB,Intel Celeron,0 Gigahertz,0 Gigabytes
861,"HP Factory Refurbished ENVY x2 12-e000 12-e091ms 12.3"" Touchscreen 2 in 1 Notebook - 1920 x 1280 - Snapdragon 835 - 4GB RAM - 128GB Flash Memory - Silver",HP,12E091MSREF,493.68,0,0,Windows 10 S,22.00 h,12.30 in,,128 GB,Qualcomm Snapdragon 835,2.2 GHz,4 GB
862,"Microsoft Surface Pro 6 12.3"" Intel Core i7 8GB RAM 256GB SS + Office 365 Bundle",Microsoft,KJU-00016+QQ2-00728,1319.99,0,0,Windows 10,,,,,Intel i7-8650U,,
863,"HP Spectre x360 15t Premium Convertible 2-in-1 Laptop in Dark Ash Silver (Intel 8th Gen i7 Quad Core, 16GB RAM, 256GB SSD, Nvidia Geforce MX150, 15.6"" 4K UHD 3840x2160 Touch, Stylus Pen, Win 10 Home)",HP,,1668.45,0,0,,,15.6 in,,256 GB,8th Generation Intel Core i7-8550U,1.80 GHz,16 GB
864,"Refurbished Lenovo Flex 5 2-in-1 Laptop, 10-point Multitouch TouchScreen 14"" FHD (1920 x 1080) Touchscreen, Intel Core 8th Gen i5-8250U, 8GB RAM, 256GB SSD, Win 10",Lenovo,Lenovo Flex 5,519.00,0,0,Windows 10 Home 64 bit,,14.00 in,,256.00 GB,Intel Core i5 8th Gen.,1.60 GHz,8.00 GB
865,"Maximus IV - Ultra-Slim 11.6"" Touch Screen, 1920 × 1080 High Resolution, Intel Celeron 4GB/64GB 360° Convertible Laptop",IVIEW,,209.99,0,0,,,,,,,,
866,"Dell Inspiron 15.6"" Touchscreen Notebook - Intel Core i5 - 8GB - 1TB - Intel UHD Graphics 620 - Windows 10 Home - Silver",Dell,I55705279SLVFGI,580.00,0,0,Windows 10,,"15.60""",,1.00 TB,Intel Core i5,1.60 GHz,8.00 GB
867,"Panasonic Toughbook CF-53 Laptop Core i5-2520M 2.5GHz 8GB Memory 160GB SSD 14"" High Definition DVDRW Windows 10 (Refurbished)",Panasonic,Cf-53-RB,649.89,0,0,"Windows 10 Professional, Windows 10",,14 in,11.30 x 13.40 x 2.20 Inches,160 GB,Intel Core i5,2.5 GHz,8 GB
868,"Refurbished Lenovo Flex 6 2-in-1 Laptop, 10-point Multitouch TouchScreen 14"" FHD (1920 x 1080) Touchscreen, 8th Gen Intel Core i3-8130U, 8GB RAM, 128GB SSD, Win 10",Lenovo,Lenovo Flex 6,429.00,0,0,Windows 10 Home 64 bit,,14.00 in,,128.00 GB,Intel Core i3 8th Gen.,2.20 GHz,8.00 GB
869,"HP ZBook 15v G5 Premium Home and Business 15.6 Touchsreen Mobile Workstation Laptop (Core i7-8750H, 8GB RAM, 512GB Sata SSD, 15.6"" FHD 1920x1080, NVIDIA Quadro P600, Fingerprint, Win10 Pro)",HP,,1363.95,0,0,Windows 10,,15.6 in,,,8th Generation Intel i7-8750H,2.20 GHz,
870,"Refurbished Acer 14"" Spin 3 Laptop Intel Core i3 2.20GHz 4GB Ram 1TB HDD Windows 10 Home",Acer,SP314-51-38XK,399.99,0,0,Windows 10,12 Hour,"14""",,1 TB,i3-8130U,2.20 GHz,4 GB
871,"Dell Latitude 11-5175 Intel Core M5-6Y57 X2 1.1GHz 10.8"" 4GB 128GB,Gray (Certified Refurbished)",Dell,,249.00,0,0,Windows 10,10 Hours,10.8 Inches,11.00 x 7.00 x 0.40 Inches,128 GB,Intel Core M5-6Y57,1.1 Gigahertz,4 Gigabytes
872,"HP ProBook x360 11 G3 EE 11.6"" Touchscreen Laptop N4100 4GB 128GB SSD W10P",HP,5VB64UT#ABA,428.50,0,0,Windows 10,16.50 Hour,"11.6\""",8.10 x 11.80 x 0.80 Inches,128 GB,Intel N4100,1.10 GHz,4 GB
873,HP Pavilion X360 4CD97UA 15-cr0052od Laptop PC - Intel Core (Refurbished),HP,15-cr0052od,878.46,0,0,Windows 10,10.75 hours,,,256 GB,Intel Core i7,,
874,"Manufacturer Refurbished Acer Aspire R5-471T-50UD 14"" Laptop, Touchscreen, 2-in-1, Windows 10 Home, Intel Core i5-6200U Processor, 8GB RAM, 256GB Solid State Drive",Acer,R5-471T-50UD,594.95,2,2,Windows 10,9 hours,"14.0""",19.00 x 14.00 x 3.00 Inches,256 GB,Intel Core i5,2.3 GHz,8 GB
875,"Acer Spin 1 11.6"" Laptop Intel Celeron 2.4 GHz 4GB Ram 32GB Flash Windows 10 | Manufacturer Refurbished",Acer,SP111-32N-C2X3,229.99,0,0,Windows 10,,"11.6""",14.00 x 11.00 x 4.00 Inches,32.00 GB,Intel Celeron,1.10 GHz,4.00 GB
876,Refurbished Hewlett Packard X7U84UAR#ABA HP ENVY x360 - 13-y013cl (X7U84UA) Windows 10 Home 64-bit Edition,HP,,1187.23,0,0,Windows,9.50 Hour,"13.3""",,,Intel Core i7,2.70 GHz,16 GB
877,Refurbished DELL Latitude XT3 Intel Core i7 4GB Tablet 128GB SSD 13.3,Dell,XT3,349.93,0,0,"Windows 7, Windows",,13.3 in,,128 GB,Core_i7_2640m 2.8 Ghz,2800 MHz,4 GB
878,"HP ENVY x360 15t Convertible 2-in-1 Laptop (Intel i7-8550U Quad-Core, 8GB RAM, 1TB HDD + 16GB Intel Optane, 15.6"" 4K UHD (3840x2160) Touchscreen, Win 10 Home) Two Year Warranty and Accidential Damage",HP,,1311.45,0,0,Windows,,15.6 in,,,8th Generation Intel Core i7-8550U Quad Core Processor,1.8 GHz,
879,"ASUS 2-in-1 13.3"" Touchscreen Full HD Convertible Premium Laptop, 7th Intel Core i5-7200, 6GB DDR4 RAM, 1TB HDD, Backlit keyboard, 802.11ac, Bluetooth, HDMI, Fingerprint Reader, Win 10",ASUS,ASUS 2 in 1 13.3 inch,593.46,2.5,2,Windows,,"13.3""",12.70 x 8.90 x 0.80 Inches,1000,,,6 GB
880,"Skins Decals for Asus Chromebook 12.5"" Flip C302CA Laptop Vinyl Wrap / Smoke Cloud Colors",Itsaskin,asuschromebook12.5-105-35,9.95,0,0,Chrome OS,,"12.5\""",,,,,
881,"Skins Decals for Asus Chromebook 12.5"" Flip C302CA Laptop Vinyl Wrap / Rasta Reggae Colors",Itsaskin,asuschromebook12.5-105-36,9.95,0,0,Chrome OS,,"12.5\""",,,,,
